LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
64,14585,1Fam,7,5,2,0,5,2006,965,2,GasA,Y,768,0,2006,174678.420257239
56,7200,TwnhsE,5,5,2,0,6,2003,972,3,GasA,Y,1152,0,2010,157136.254827931
80,10778,1Fam,7,5,1,0,8,1950,1262,4,GasA,Y,1924,0,2008,153391.519774724
66,8800,1Fam,8,5,2,0,4,2005,1003,3,GasA,Y,1664,0,2006,231411.351097246
60,12886,1Fam,6,5,2,1,7,2006,3138,2,GasA,Y,1400,0,2007,227513.944000268
78,12378,1Fam,5,4,2,0,4,1978,1029,3,GasA,Y,2353,0,2009,165153.905904625
95,7200,TwnhsE,7,7,1,0,8,1990,1293,3,GasA,Y,1666,0,2008,162581.02451471
62,9786,1Fam,5,5,2,0,6,1948,702,3,GasA,Y,1776,0,2007,167375.892526632
80,6204,1Fam,5,5,2,0,5,1958,892,3,GasA,Y,848,0,2007,78110.9948152956
61,11764,1Fam,6,5,1,0,5,2004,981,3,GasA,Y,1869,0,2006,189174.246874792
60,10240,1Fam,5,2,2,0,6,1976,1234,2,GasA,Y,838,0,2008,109803.390755851
0,13891,1Fam,7,6,1,1,5,1976,808,3,GasA,Y,4676,0,2009,284282.561747744
92,7264,1Fam,8,4,1,0,6,1957,672,2,GasA,Y,1577,0,2007,173603.844786852
68,12589,1Fam,5,5,2,0,9,1976,780,2,GasA,N,1790,0,2007,177186.279121531
87,9500,1Fam,4,6,1,1,4,1912,264,4,GasA,Y,2087,0,2006,130601.834622016
80,2280,1Fam,5,5,2,0,6,1988,876,4,GasA,Y,864,0,2010,146551.355821176
0,9505,1Fam,5,8,1,0,7,1986,1157,3,GasA,N,1768,0,2008,205152.992005119
70,11250,1Fam,5,5,0,1,6,1915,540,3,GasA,Y,1732,0,2007,114058.380826484
50,10382,1Fam,5,5,1,1,8,1916,641,3,GasA,Y,912,0,2009,96551.6970299568
0,10562,1Fam,4,5,1,0,6,1994,1304,3,GasA,Y,912,0,2009,137268.364192151
61,6000,Twnhs,5,7,2,0,6,1958,1713,3,GasA,Y,1973,0,2009,140448.840999454
40,2500,1Fam,5,5,1,1,6,1949,944,4,GasA,Y,1511,0,2009,128538.702479867
75,7000,1Fam,7,5,1,0,9,1972,864,4,GasA,Y,1664,0,2009,155140.992336651
60,17920,1Fam,6,5,2,1,7,1971,1017,4,GasA,Y,1116,0,2007,138347.84301311
0,8475,1Fam,4,5,1,1,9,1961,1360,2,GasA,Y,1786,0,2007,152847.801786447
60,12464,1Fam,5,6,1,1,5,1998,264,3,GasA,Y,1077,0,2010,148455.415166934
60,8450,1Fam,5,5,1,0,5,1954,768,2,GasA,Y,2157,0,2007,135446.531807158
55,11341,1Fam,6,7,2,1,6,1925,1517,3,GasA,Y,1911,0,2010,207884.375247457
60,8400,1Fam,5,5,1,1,6,1992,1078,3,GasA,Y,1826,0,2010,189584.466311735
50,8532,1Fam,8,5,2,0,7,1910,980,3,GasA,Y,1548,0,2009,186191.019339974
47,8737,1Fam,8,5,1,0,6,1937,616,2,GasA,N,1688,0,2006,171230.083092676
70,12968,1Fam,4,5,2,0,5,1925,1203,3,GasA,N,875,0,2008,132085.304532225
51,8892,2fmCon,8,7,2,0,6,1990,1419,3,GasA,Y,1258,0,2009,262319.948319993
82,6768,1Fam,5,5,2,1,9,1925,794,1,GasA,Y,882,0,2008,128793.922885073
80,16669,1Fam,9,7,1,0,7,1954,1050,3,GasA,Y,4676,0,2007,363531.815783801
21,12589,1Fam,7,7,1,0,6,1975,1175,4,GasA,Y,840,0,2007,176259.412438574
0,11120,1Fam,5,5,2,1,5,1962,1935,3,GasA,Y,1792,0,2009,190338.270496343
65,1936,1Fam,5,5,2,1,7,2006,928,3,GasA,N,1050,0,2010,123449.796186957
65,8470,1Fam,5,5,2,0,6,2003,1728,2,GasA,Y,1319,0,2009,169712.15312876
60,15138,1Fam,7,6,2,0,6,1985,912,2,GasA,Y,1456,0,2008,197877.035050213
50,11029,1Fam,8,5,1,1,6,2006,1277,3,GasA,Y,1363,0,2008,180339.459975325
60,10020,1Fam,6,7,1,0,7,2008,616,3,GasA,Y,1548,0,2007,202390.816023586
85,14587,1Fam,5,6,1,0,6,1962,1057,3,GasA,Y,1640,0,2008,199716.558185473
78,7200,1Fam,6,6,1,0,4,2004,864,3,GasA,Y,1301,0,2009,190621.661037803
0,6120,1Fam,5,6,1,0,4,2005,880,2,GasA,Y,1073,0,2009,138403.476241138
71,10791,1Fam,5,5,2,1,7,1997,999,3,GasA,Y,1113,0,2009,136877.302511114
59,9920,1Fam,7,6,2,0,8,1969,1844,2,GasA,N,1121,0,2008,205838.176831126
50,11751,1Fam,4,5,1,1,9,1968,972,3,GasA,Y,1610,0,2007,107882.706670592
39,9920,1Fam,8,5,1,0,8,2005,768,3,GasA,Y,1839,0,2009,210091.581621253
79,8472,TwnhsE,8,5,2,1,8,2009,755,2,GasA,N,2060,0,2006,268889.321248204
130,6000,1Fam,7,5,2,1,5,1969,864,3,GasA,Y,2730,0,2006,212467.660935705
50,4280,1Fam,7,5,2,1,8,1968,1468,2,GasA,Y,2034,0,2010,205886.33070083
61,6000,1Fam,5,5,1,1,6,1925,1028,3,GasA,Y,1212,0,2009,85476.9471836957
0,12968,TwnhsE,7,6,1,0,7,1978,1116,3,GasA,Y,784,0,2007,139542.08661341
0,9991,1Fam,4,5,2,0,7,1963,1486,3,GasA,Y,1790,0,2007,167607.857746636
0,9200,1Fam,7,5,1,0,7,1966,264,3,GasA,Y,1487,0,2009,157734.801490945
82,21535,1Fam,7,9,1,1,6,1951,0,3,GasA,Y,884,0,2009,138289.697001421
106,10624,1Fam,7,5,2,0,5,1969,1234,3,GasA,Y,987,0,2009,123864.653301236
88,9967,1Fam,5,5,1,0,5,1990,1080,2,GasA,Y,2596,0,2009,189222.85998692
70,10839,1Fam,8,5,2,0,5,1920,768,3,GasA,Y,1788,0,2007,189799.946190312
73,18450,1Fam,6,5,2,0,5,1931,1396,2,GasA,Y,2259,0,2006,202601.149819249
56,10542,TwnhsE,4,6,2,1,12,1960,384,4,GasA,Y,1684,0,2007,112520.074020613
74,3230,1Fam,6,5,2,0,8,2001,1163,3,GasA,Y,1355,0,2008,154704.868039558
120,10207,1Fam,7,8,2,0,5,1956,660,3,GasA,Y,2060,0,2007,235967.762780434
60,5400,1Fam,5,7,2,0,6,2003,1086,3,GasA,Y,1680,0,2010,156540.827140286
61,7313,Twnhs,7,5,2,1,6,2003,630,4,GasA,Y,1065,0,2008,142634.546265673
0,5306,1Fam,6,5,2,0,5,2008,1632,2,GasA,Y,1304,0,2008,225685.056718757
60,13000,1Fam,8,5,2,1,6,1965,600,3,GasA,Y,894,0,2007,159587.949384803
48,7060,1Fam,6,6,1,1,5,1955,1926,4,GasA,Y,1144,0,2007,131820.948169089
0,10637,TwnhsE,5,5,2,0,5,1955,1050,3,GasA,Y,1230,0,2006,157750.885975916
313,9000,1Fam,8,5,2,1,7,2006,1026,3,GasA,N,1116,0,2008,184290.741696581
0,7024,1Fam,4,6,1,0,6,2003,1324,4,GasA,Y,1350,0,2008,167533.373577819
70,21695,1Fam,4,5,2,0,8,1956,822,2,GasA,Y,747,0,2006,52262.271258325
85,9248,1Fam,6,4,2,1,6,1997,1314,2,GasA,Y,1142,0,2007,176662.950560655
100,10400,Duplex,5,7,1,0,4,1951,1604,3,GasA,Y,1253,0,2008,184138.433116067
75,11050,1Fam,6,5,1,1,10,1963,944,4,GasA,Y,1080,0,2007,154596.70076129
71,11900,1Fam,6,7,2,0,7,1957,1314,3,GasA,Y,1947,0,2007,173276.638600888
0,11200,TwnhsE,8,5,2,1,7,1915,1719,3,GasA,Y,1440,0,2006,236801.358313843
50,5350,1Fam,7,5,1,1,9,1969,816,4,GasA,Y,1561,0,2008,122877.4657374
105,9313,1Fam,8,6,2,1,4,1971,1602,2,GasA,Y,1387,0,2008,232355.455074905
0,8160,1Fam,6,6,1,1,7,1956,1040,4,GasA,N,864,0,2007,142355.668624578
92,7050,1Fam,5,5,1,0,7,2007,864,3,GasW,Y,2119,0,2010,154985.884437851
36,11767,1Fam,8,6,2,0,5,2004,927,3,GasA,Y,1664,0,2007,189800.57718843
66,46589,1Fam,7,3,1,1,8,1931,600,4,GasA,Y,1250,0,2007,121200.431452066
0,6000,Duplex,9,5,1,0,5,1973,1063,2,GasA,Y,1048,0,2008,194166.601221781
78,9600,1Fam,6,6,1,1,6,1958,630,2,GasA,Y,899,0,2009,150898.012010422
33,9965,1Fam,7,5,1,0,5,2006,190,2,GasA,Y,1328,0,2009,142453.033855874
70,9600,1Fam,5,5,2,0,8,1976,969,4,GasW,Y,1291,0,2009,120366.945101723
38,10200,1Fam,7,5,1,1,6,1918,1004,3,GasA,Y,1137,0,2009,151611.389500269
80,7060,1Fam,5,7,2,0,7,2003,1454,4,GasA,Y,1232,0,2009,189371.658652767
52,11120,1Fam,7,4,1,1,6,1955,894,2,GasA,Y,1094,0,2008,147554.744019866
56,11885,1Fam,3,5,1,1,6,1958,991,3,GasA,N,1718,0,2010,149562.461747039
41,10970,TwnhsE,6,5,1,1,10,1957,735,3,GasA,N,1728,0,2009,147657.1584913
0,11900,1Fam,4,5,1,0,6,1957,1389,2,GasW,Y,2230,0,2007,163419.202524436
0,12474,1Fam,7,5,1,0,7,1954,768,3,GasA,Y,2028,0,2006,153125.348528132
77,2308,1Fam,7,5,2,1,6,1912,1728,2,GasA,Y,1230,0,2007,198779.300548539
21,11029,1Fam,7,5,1,0,6,1992,864,3,GasA,Y,1636,0,2006,141883.541234088
0,11700,1Fam,4,5,1,0,4,1928,855,1,GasA,Y,1836,0,2007,181491.403267147
70,10382,1Fam,7,7,1,1,4,1996,1318,2,GasA,Y,835,0,2008,169599.384404467
74,10142,1Fam,7,5,2,1,5,2003,698,3,GasA,Y,1063,0,2007,175970.65120108
47,9066,1Fam,7,5,1,1,7,1960,908,3,GasA,Y,864,0,2010,107452.007572444
0,8750,1Fam,6,5,2,0,5,1954,672,3,GasA,Y,1052,0,2008,110736.127639353
96,17503,1Fam,6,6,1,0,10,2001,1494,2,GasA,Y,2046,0,2009,226139.518281782
73,12342,1Fam,4,5,1,0,6,1968,928,2,GasA,Y,1097,0,2007,154682.807637332
0,7050,1Fam,8,6,1,0,8,1941,918,3,GasA,Y,1362,0,2010,147037.966811662
85,10800,1Fam,9,5,1,0,7,1973,784,3,GasA,Y,1072,0,2006,191299.161652823
0,6993,1Fam,8,5,1,1,6,1880,1496,3,GasA,Y,1214,0,2006,224581.73010304
65,15660,1Fam,7,6,2,0,5,1954,816,3,GasA,Y,1428,0,2006,166507.259415426
0,10437,1Fam,4,5,2,0,9,2002,1138,3,GasA,Y,840,0,2010,143299.312956264
57,10356,1Fam,6,5,2,1,8,1955,2217,3,GasA,Y,968,0,2010,126933.009044102
68,10159,1Fam,6,8,2,1,5,1957,847,3,GasA,Y,848,0,2007,90769.6593007584
50,10800,1Fam,5,6,2,1,7,1940,1541,3,GasA,Y,1297,0,2010,180444.264046958
0,25419,1Fam,7,7,2,0,6,1984,1442,3,GasA,Y,1728,0,2007,231875.630396246
60,9375,1Fam,6,5,2,1,9,1999,725,3,GasA,Y,1660,0,2006,156639.396708816
71,12011,1Fam,10,5,1,1,8,2007,1766,3,GasA,Y,1775,0,2009,277699.477002492
70,11999,Duplex,6,6,1,1,5,1962,1302,3,GasA,Y,1077,0,2009,124652.935547852
70,11606,1Fam,5,6,1,1,4,1976,1051,3,GasA,Y,1960,0,2007,171662.166130083
0,6240,1Fam,4,7,1,0,6,1986,2046,2,GasA,Y,1223,0,2008,162769.491238304
34,10921,1Fam,5,7,2,1,11,1925,1196,2,GasA,Y,1709,0,2008,142444.266186096
72,11200,1Fam,8,5,1,0,6,1994,1164,3,GasA,Y,1969,0,2010,282733.443125611
75,13891,Twnhs,7,5,2,0,6,1912,672,4,GasA,Y,1976,0,2007,182648.515858407
0,9600,1Fam,9,4,1,0,5,1912,0,3,GasA,Y,3222,0,2007,220167.563865673
93,7500,1Fam,7,5,1,0,10,1930,1392,4,GasA,Y,952,0,2010,151338.247073365
66,7244,TwnhsE,6,7,1,0,6,2002,980,4,GasA,Y,1728,0,2006,174071.51198348
60,14200,1Fam,8,5,3,1,8,2003,848,3,GasA,Y,2020,0,2009,257107.484403193
0,9453,1Fam,8,7,1,1,9,2008,901,2,GasA,Y,2612,0,2006,264444.069357223
36,6120,1Fam,5,5,2,0,5,1971,864,3,GasA,Y,1389,0,2007,167330.359808439
75,9525,1Fam,7,5,1,1,7,1999,888,8,GasA,Y,1829,0,2009,215957.316321705
67,11409,1Fam,4,5,1,0,7,1998,816,3,GasA,N,1203,0,2007,145203.226679812
70,70761,TwnhsE,8,5,2,0,8,1971,1026,3,GasA,Y,1200,0,2007,189806.118287002
0,3982,1Fam,6,7,1,1,6,1993,2223,1,GasA,Y,894,0,2009,196502.360937432
72,7259,1Fam,8,5,2,0,7,1981,0,3,GasA,Y,1116,0,2006,158551.553128632
0,12456,1Fam,6,5,2,0,6,2004,864,3,GasA,Y,1800,0,2007,239262.472383554
50,9490,1Fam,5,6,1,0,6,1945,750,2,GasA,Y,1641,0,2010,92702.4771966602
60,3378,1Fam,8,5,1,1,6,1952,684,3,GasA,Y,1183,0,2006,117949.464864503
65,13682,1Fam,6,5,2,0,8,1945,1498,3,GasA,Y,1888,0,2006,208443.777788075
64,3010,1Fam,4,5,2,0,10,2003,768,4,GasA,Y,2046,0,2009,129629.781542059
69,14850,1Fam,8,7,1,0,7,1976,1105,2,GasA,Y,1363,0,2008,210063.340576736
65,13710,1Fam,7,7,2,0,7,2007,864,3,GasA,Y,1704,0,2008,217116.726285559
58,7711,1Fam,5,6,2,1,5,2003,1413,3,GasA,Y,1632,0,2007,159325.929483091
0,8475,1Fam,5,6,2,0,5,1960,756,3,GasA,Y,1383,0,2010,146469.623487049
85,9636,TwnhsE,8,7,3,0,5,1940,832,4,GasA,Y,1888,0,2008,216087.834531953
0,7314,1Fam,6,8,2,1,6,1989,1057,3,GasA,Y,2008,0,2010,223306.597315727
68,13695,Twnhs,4,7,1,0,7,1920,1340,4,GasA,Y,958,0,2007,111839.369998531
60,11340,1Fam,5,8,2,0,5,1950,1800,2,GasA,Y,1080,0,2010,180715.252720469
50,5825,1Fam,6,6,1,0,5,1945,1580,3,GasA,Y,1558,0,2009,154533.952517904
66,21872,1Fam,4,5,2,1,6,1920,975,3,GasA,Y,1056,0,2009,93867.6095837743
63,4043,1Fam,7,5,1,0,4,1939,840,3,GasA,Y,1080,0,2010,108422.973054467
21,7800,1Fam,8,7,2,1,5,2004,971,2,GasA,Y,1838,0,2007,205763.35517642
0,6000,1Fam,7,8,1,1,7,2005,936,3,GasA,Y,1446,0,2008,186566.656232559
77,6155,TwnhsE,5,5,3,1,5,1920,1156,1,GasA,Y,1196,0,2006,132074.80049274
114,7446,1Fam,6,5,1,0,8,1946,728,1,GasA,Y,1850,0,2009,114654.048601229
0,5925,1Fam,6,7,1,1,7,1898,728,4,GasA,Y,1489,0,2007,95178.2610007093
88,13568,1Fam,8,5,2,1,6,1924,817,2,GasA,Y,1935,0,2007,260489.305790516
0,5925,1Fam,8,7,1,2,5,1924,832,4,GasA,Y,1108,0,2007,124935.482385537
94,11900,1Fam,8,5,2,1,6,2003,1086,4,GasA,Y,789,0,2006,157022.928200149
0,8740,1Fam,8,6,1,0,5,1953,520,2,GasA,Y,923,0,2008,171045.282168325
0,9906,1Fam,5,5,2,0,7,1923,637,4,GasA,Y,988,0,2006,124481.798370798
70,14331,1Fam,8,5,1,1,8,1919,1516,3,GasA,Y,1500,0,2008,217205.188924125
80,10335,1Fam,5,9,1,0,9,2007,1560,2,GasA,Y,1137,0,2009,206746.350188627
70,9101,1Fam,5,6,2,1,5,2007,1461,4,GasA,Y,1144,0,2006,211659.8115088
0,7535,1Fam,5,5,2,1,6,1920,0,3,GasA,Y,1268,0,2006,116070.838445823
85,13568,1Fam,6,6,1,1,7,1955,630,4,GasA,N,2596,0,2010,173913.435389844
75,5062,1Fam,6,5,1,1,8,1984,1114,3,GasA,Y,968,0,2010,144348.388148153
53,8248,1Fam,7,5,2,1,8,2006,813,3,GasA,Y,1993,0,2007,220907.849053648
0,9100,1Fam,6,7,2,0,7,2006,776,3,GasA,Y,1452,0,2007,164925.807149738
55,18386,1Fam,7,5,1,0,7,1929,1249,1,GasA,Y,1689,0,2009,168238.775089072
0,10448,1Fam,5,5,1,0,7,1981,930,4,GasA,Y,1217,0,2006,167429.640237115
63,5119,1Fam,4,3,1,0,6,1972,672,3,GasA,Y,848,0,2008,70519.9790617442
82,7200,1Fam,6,7,2,1,5,2001,954,3,GasA,Y,1327,0,2007,181946.584900997
75,8973,1Fam,5,7,1,0,7,1995,1453,2,GasA,Y,971,0,2006,174380.955838801
0,11310,1Fam,8,8,2,1,6,1989,768,3,GasA,Y,864,0,2006,193339.283290485
50,6240,1Fam,6,5,2,0,5,1964,832,2,GasA,Y,2042,0,2007,154493.88547625
65,7200,TwnhsE,5,8,2,0,7,2002,806,3,GasA,Y,1484,0,2009,190027.159902208
70,4750,1Fam,5,5,2,1,7,1990,970,2,GasA,Y,1776,0,2010,149585.328180941
65,11000,1Fam,4,8,2,0,6,1950,658,2,GasA,Y,1062,0,2009,183149.540970683
72,10356,Twnhs,7,5,1,0,5,1995,1008,3,GasA,Y,1604,0,2009,176990.579943052
21,1680,1Fam,6,5,2,0,6,1979,1063,2,GasA,Y,2614,0,2006,178050.466114328
82,9855,1Fam,6,6,2,0,7,1984,1160,2,GasA,Y,1600,0,2009,158191.84968708
84,8765,1Fam,4,5,1,1,8,1928,1276,3,GasA,Y,864,0,2007,103494.192016601
60,2544,1Fam,5,5,1,1,7,1954,1926,2,GasA,Y,1350,0,2010,134055.124343034
63,8750,1Fam,5,5,2,0,6,1950,858,2,GasA,Y,938,0,2009,92908.2677512605
35,8472,1Fam,6,8,2,0,8,2001,1268,4,GasA,Y,1056,0,2007,182666.932882699
24,12168,1Fam,8,5,1,0,6,1992,988,4,GasA,Y,2358,0,2006,262041.676880972
84,9000,1Fam,7,5,2,0,7,2004,1099,4,GasA,Y,1484,0,2010,191159.582296383
0,10420,TwnhsE,4,7,1,1,8,1934,894,5,GasA,Y,1224,0,2007,146396.890418447
21,12677,1Fam,5,5,1,1,6,1904,612,2,GasA,Y,1768,0,2008,168991.685525384
98,8633,1Fam,5,6,2,1,6,2004,520,3,GasA,Y,1484,0,2007,144440.580802668
83,8846,1Fam,5,5,2,0,6,2003,1734,3,GasA,Y,1150,0,2006,184537.888530578
78,6120,Duplex,5,7,2,0,7,1966,1187,5,GasA,Y,1718,0,2007,135095.962075878
0,11841,1Fam,8,5,2,0,10,1991,728,3,GasA,Y,2019,0,2007,257729.939189509
76,10041,1Fam,7,5,1,0,9,2006,0,3,GasA,Y,2715,0,2007,226343.134268023
0,12400,Duplex,7,5,1,1,4,1914,1078,3,GasA,Y,2614,0,2008,268150.074890419
50,4712,1Fam,5,5,2,1,7,2010,1422,3,GasA,N,1277,0,2009,169853.223530664
0,13600,1Fam,9,5,1,0,7,1988,783,4,GasA,N,1709,0,2006,234000.54344683
0,3196,1Fam,5,6,2,0,5,2009,2392,3,GasA,Y,1603,0,2006,218863.623898052
74,9017,1Fam,7,5,1,1,14,1968,1517,4,GasA,Y,1839,0,2009,171005.337505989
24,9600,1Fam,3,5,1,0,5,1940,894,3,GasA,Y,3194,0,2007,146830.707213111
108,7800,1Fam,7,6,2,0,8,1957,1163,2,GasA,Y,1734,0,2010,185604.164566337
60,7861,1Fam,6,6,2,0,4,1950,1107,4,GasA,Y,1904,0,2008,170009.107150346
34,14200,1Fam,7,6,2,0,5,1956,1204,2,GasA,Y,1002,0,2007,174261.000513664
80,10200,1Fam,8,7,2,0,7,1920,1424,3,GasA,Y,1470,0,2008,195866.959237093
55,7200,1Fam,7,8,2,1,7,1974,1581,2,GasA,Y,1216,0,2006,175712.058276623
0,9600,Duplex,5,5,2,1,8,1958,547,4,GasA,Y,1698,0,2008,133540.332283166
50,1300,1Fam,7,6,1,0,5,1959,1444,3,GasA,Y,1250,0,2010,177210.317173354
82,9742,1Fam,7,5,2,0,8,1928,1008,4,GasA,Y,1473,0,2007,171449.185919625
21,21695,1Fam,5,7,1,0,7,1949,1056,1,GasA,Y,1040,0,2010,135126.9206343
0,5520,1Fam,6,5,3,0,8,2007,728,3,GasA,Y,864,0,2006,149570.802303359
60,13891,1Fam,6,5,1,1,6,1908,1062,3,GasA,Y,720,0,2009,71833.2016602553
60,11029,1Fam,7,5,2,0,7,1940,1017,2,GasA,Y,2452,0,2006,194622.086163987
86,1920,1Fam,7,5,2,0,6,1998,1052,3,GasA,Y,1440,0,2008,148123.81216876
0,8450,2fmCon,6,5,1,1,5,2009,1626,3,GasA,Y,1431,0,2009,198045.820153992
0,8400,TwnhsE,7,5,2,0,7,1926,1040,3,GasA,Y,1686,0,2007,170524.231692559
93,13568,1Fam,8,5,2,0,5,2004,624,3,GasA,Y,2097,0,2007,217942.502967421
85,8405,1Fam,6,5,1,0,7,1976,1431,3,GasA,Y,767,0,2006,136708.59970261
75,8068,1Fam,7,5,1,0,7,2005,1580,2,GasA,Y,2668,0,2007,309580.123864291
78,9297,1Fam,6,4,2,0,6,1994,1181,2,GasA,Y,1440,0,2008,153188.451223553
66,4712,1Fam,6,7,2,1,6,1922,1563,2,GasA,Y,1456,0,2009,163758.143844451
0,10800,1Fam,6,5,2,0,9,2001,728,2,GasA,Y,1617,0,2010,148678.976045032
60,8925,Twnhs,7,5,2,0,7,1922,630,3,GasA,Y,1728,0,2007,145695.865822506
0,9600,1Fam,8,5,1,0,6,1920,1728,2,GasA,Y,773,0,2007,237703.764135328
64,9790,1Fam,6,6,1,1,5,2006,1057,2,GasA,Y,1586,0,2007,217728.531850088
0,1680,1Fam,5,5,2,0,6,1998,924,3,GasA,Y,971,0,2008,150891.280928957
0,13517,TwnhsE,4,6,2,1,9,1974,864,3,GasA,Y,1768,0,2008,191303.946674276
174,9636,2fmCon,7,5,2,1,12,2003,728,3,GasA,Y,2036,0,2010,192853.353212017
0,5500,TwnhsE,6,7,2,0,8,1930,1084,3,GasA,Y,2119,0,2008,167249.975590167
51,9250,1Fam,5,6,2,1,5,1988,928,3,GasA,Y,1340,0,2008,174929.909116844
0,9066,1Fam,7,5,2,1,6,2009,1232,2,GasA,Y,1986,0,2007,237041.667625337
141,9200,TwnhsE,6,3,1,0,9,2008,936,3,GasA,N,1935,0,2009,156688.375240222
65,10029,1Fam,6,5,1,0,4,1957,0,4,GasA,Y,1029,0,2007,131460.627236381
35,3182,1Fam,6,7,1,1,9,1950,1536,4,GasA,Y,1786,0,2007,172544.437066468
60,53504,1Fam,7,5,1,0,5,1930,770,3,GasA,Y,1716,0,2009,174581.230147314
65,9600,1Fam,4,6,2,0,4,1918,1212,1,GasA,Y,1950,0,2008,186354.781935119
80,10335,2fmCon,5,8,2,1,7,1974,637,3,GasA,Y,1838,0,2009,165986.022446928
59,6442,1Fam,6,5,2,0,5,1956,612,3,GasA,Y,1167,0,2006,103959.500773833
75,10125,1Fam,5,5,2,0,5,1912,1008,2,GasA,Y,1217,0,2006,96278.3314126845
121,9400,1Fam,4,7,2,0,5,2005,840,3,GasA,Y,1092,0,2008,153857.786636112
0,9742,1Fam,6,5,1,0,6,1936,1090,3,GasA,Y,1425,0,2009,133755.081390075
70,4500,1Fam,6,5,2,0,7,1969,1437,3,GasA,N,1184,0,2006,117906.052656958
63,9600,1Fam,7,5,1,1,6,1998,1040,2,GasA,Y,1694,0,2009,195745.374332909
82,8924,1Fam,5,5,1,0,7,1912,1240,2,GasA,Y,1686,0,2007,103553.704350328
130,9120,1Fam,8,6,1,0,6,1998,948,2,GasA,Y,1626,0,2008,180011.510467433
94,10380,1Fam,5,7,2,1,6,1984,1324,2,GasA,Y,1386,0,2007,137693.012312188
0,5000,1Fam,6,6,3,1,6,1991,1406,4,GasA,Y,1829,0,2008,200115.472819383
0,7875,1Fam,7,5,2,0,5,1949,660,3,GasA,Y,1573,0,2006,146850.402427476
50,9100,1Fam,6,8,1,0,7,2005,1517,3,GasA,Y,1588,0,2009,201288.211008466
120,16905,1Fam,8,5,2,1,6,1941,440,3,GasA,Y,2002,0,2009,199734.365740499
57,13837,1Fam,8,7,1,1,6,2005,728,2,GasA,Y,1355,0,2008,186380.04267509
78,9600,1Fam,6,8,2,0,7,1981,1584,2,GasA,Y,1664,0,2008,187768.039966301
65,10634,1Fam,6,7,2,1,6,1993,1442,4,GasA,Y,1362,0,2006,210635.495057473
85,8820,TwnhsE,6,5,2,1,9,2005,912,4,GasA,Y,1552,0,2007,189785.979205194
50,12030,TwnhsE,4,7,1,1,6,1995,676,3,GasA,Y,816,0,2007,85037.9398679554
70,14364,1Fam,5,5,2,0,6,2003,600,3,GasA,Y,1164,0,2008,154265.474976099
0,10463,2fmCon,5,8,2,1,5,2004,1453,3,GasA,Y,2060,0,2008,179376.574103843
59,4590,1Fam,7,5,1,1,7,1993,910,4,GasA,N,1802,0,2006,179857.999198309
80,10364,1Fam,7,5,1,1,5,1961,1050,3,GasA,N,3222,0,2008,209361.608887443
65,13710,1Fam,5,5,2,1,6,1968,1134,3,GasA,Y,1456,0,2010,150772.718808551
34,13500,1Fam,7,6,2,0,4,1947,1208,3,GasA,Y,1629,0,2010,167041.632050056
60,7200,1Fam,8,5,0,0,6,1926,1868,4,GasA,Y,1710,0,2010,221993.430595548
50,18450,1Fam,7,5,1,1,6,1996,1484,3,GasA,Y,1839,0,2007,253093.691815967
0,12416,1Fam,4,5,2,1,6,2009,672,3,GasA,Y,1959,0,2008,170858.753740134
51,8963,1Fam,7,5,2,0,9,1976,1090,3,GasA,N,904,0,2008,156641.580287252
24,16259,1Fam,6,7,2,0,3,1996,824,4,GasA,Y,2259,0,2008,198551.185521096
0,11851,1Fam,5,5,2,1,7,1954,1004,3,GasA,Y,2069,0,2007,162645.422612649
72,14948,1Fam,6,7,2,0,7,1992,795,3,GasA,Y,1389,0,2007,177905.922244217
60,13072,1Fam,6,5,2,0,7,1918,1248,3,GasA,Y,1425,0,2008,171347.367527214
0,9000,1Fam,7,7,1,1,6,2000,876,3,GasA,N,1340,0,2009,154235.736556712
78,12552,1Fam,9,7,1,0,4,1971,1502,3,GasA,Y,1474,0,2006,264749.106075689
66,16226,1Fam,7,5,1,1,8,1976,804,4,GasA,Y,1198,0,2009,99700.4228878199
60,8400,1Fam,7,5,2,1,4,2009,1073,1,GasA,Y,1557,0,2006,189377.04749617
59,5520,TwnhsE,1,5,1,0,5,1955,1588,3,GasA,Y,1775,0,2006,135121.186036696
59,8125,1Fam,6,7,2,0,9,1974,728,1,GasA,N,1576,0,2008,151511.067075355
51,164660,1Fam,6,5,1,0,5,2006,876,2,GasA,Y,1220,0,2010,156174.651341575
69,8125,1Fam,5,5,1,0,5,2000,1187,3,GasA,Y,2365,0,2008,254743.882678609
77,164660,Duplex,7,7,1,0,8,1978,1425,3,GasA,Y,2000,0,2010,271629.075937793
60,1936,1Fam,6,5,1,0,6,1959,1291,3,GasA,Y,1719,0,2007,163121.216077202
75,12508,1Fam,5,4,2,0,6,2004,1728,3,GasA,N,958,0,2007,161464.626867154
104,9382,1Fam,3,5,2,1,7,2009,2109,3,GasA,Y,1829,0,2008,222132.656918418
60,11000,1Fam,7,4,2,0,6,2007,1410,3,GasA,Y,1479,0,2006,221477.956506347
109,11700,1Fam,6,5,1,0,10,1996,1041,3,GasA,Y,4316,0,2009,281905.443082049
