id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result,GreaterThanHalf
36502,0,0,1,1,0,0,0,0,0,1,1,n
36503,0,0,1,0,0,1,0,0,0,1,0,n
36504,1,1,0,1,1,0,0,0,1,0,0,n
36505,0,1,0,0,0,1,0,0,0,0,0,n
36506,1,0,0,1,0,0,0,0,0,0,0,n
36507,0,0,1,1,1,1,1,0,1,1,1,y
36508,0,0,0,1,0,0,1,0,0,0,0,n
36509,1,1,1,1,0,0,1,1,1,1,1,y
36510,1,0,0,1,1,1,1,1,1,0,1,y
36511,1,0,0,0,0,0,1,1,0,1,1,n
36512,0,0,0,0,0,0,0,0,0,0,0,n
36513,0,0,1,1,0,0,0,0,1,0,0,n
36514,0,1,0,0,0,0,1,0,0,0,0,n
36515,0,1,0,1,1,0,1,1,0,1,1,y
36516,0,0,0,0,1,0,0,0,0,0,1,n
36517,0,1,0,0,1,0,1,0,0,0,0,n
36518,1,1,1,1,1,1,1,1,0,1,1,y
36519,0,0,0,1,0,0,0,1,0,1,0,n
36520,0,0,0,0,0,0,1,0,0,1,0,n
36521,1,1,1,1,0,1,1,1,0,1,1,y
36522,0,1,0,1,0,1,0,1,1,1,1,y
36523,0,0,0,0,0,0,0,0,1,1,0,n
36524,0,1,0,0,0,0,0,1,0,1,1,n
36525,0,0,1,0,0,1,0,1,0,0,0,n
36526,0,0,1,0,1,1,1,1,0,0,0,n
36527,0,0,0,0,0,0,0,0,0,0,0,n
36528,0,0,0,0,1,0,0,0,0,0,0,n
36529,1,1,1,1,1,1,0,0,0,1,1,y
36530,0,0,0,1,0,0,0,0,0,0,1,n
36531,1,1,0,0,1,1,1,1,0,1,0,y
36532,0,0,0,1,1,0,0,0,1,1,1,n
36533,1,0,0,1,0,0,0,1,1,0,1,n
36534,1,0,0,1,1,1,1,1,1,1,1,y
36535,0,1,0,1,0,0,1,0,1,0,0,n
36536,0,0,0,1,0,0,0,1,1,1,1,n
36537,0,0,0,0,0,0,1,0,0,0,0,n
36538,0,0,1,1,0,0,1,0,0,1,0,n
36539,1,0,1,0,1,1,1,1,1,1,1,y
36540,0,0,0,0,0,0,0,0,0,0,0,n
36541,0,0,0,1,1,1,0,1,0,0,0,n
36542,0,1,0,0,0,0,0,0,0,0,0,n
36543,1,1,1,1,1,1,1,1,0,1,1,y
36544,0,1,0,0,0,0,0,1,0,1,0,n
36545,1,1,0,0,1,0,0,1,0,1,0,n
36546,1,0,1,1,0,1,1,1,1,1,1,y
36547,0,1,1,0,0,1,1,1,0,1,0,y
36548,1,0,1,1,1,1,0,1,1,0,1,y
36549,1,0,1,0,0,0,0,1,1,0,0,n
36550,1,0,1,1,0,0,1,0,1,1,0,y
36551,1,1,1,0,1,1,1,1,1,1,1,y
36552,0,1,1,1,1,1,0,0,0,0,0,n
36553,1,1,1,1,1,1,0,1,1,0,1,y
36554,1,0,0,0,0,1,1,1,0,0,0,n
36555,1,1,0,0,1,1,1,1,0,0,0,y
36556,0,0,0,0,0,1,0,0,0,0,0,n
36557,1,0,0,1,0,1,1,0,0,0,0,n
36558,0,0,0,0,0,1,0,0,1,1,0,n
36559,0,0,0,0,0,0,0,1,0,0,0,n
36560,1,1,1,1,1,1,1,1,0,1,0,y
36561,0,1,0,0,0,0,0,0,0,0,0,n
36562,1,1,1,1,1,1,1,1,1,1,1,y
36563,0,0,0,0,0,0,0,1,0,0,0,n
36564,0,0,0,0,0,0,0,0,0,1,0,n
36565,1,0,1,0,0,1,1,1,1,1,1,y
36566,1,1,1,1,1,0,1,1,1,1,1,y
36567,0,0,0,0,0,0,0,0,0,0,0,n
36568,0,0,0,1,0,0,0,1,0,1,0,n
36569,1,0,0,1,1,0,1,1,0,0,1,n
36570,1,1,1,0,1,1,0,1,0,0,1,y
36571,1,1,0,0,1,1,1,1,1,1,1,y
36572,0,0,0,0,1,0,0,0,0,0,1,n
36573,1,0,0,0,0,0,1,1,1,0,0,n
36574,0,1,0,0,1,1,1,1,0,1,0,y
36575,0,0,0,0,0,0,1,0,0,0,0,n
36576,0,0,1,0,0,0,1,1,0,0,1,n
36577,1,1,1,0,1,0,0,1,1,1,1,y
36578,1,0,0,0,0,0,0,0,0,0,0,n
36579,0,0,0,1,0,0,1,0,0,0,0,n
36580,0,0,0,1,1,1,0,0,1,1,0,n
36581,0,1,0,0,0,0,0,0,0,0,1,n
36582,1,0,1,1,1,1,1,1,0,1,1,y
36583,0,0,0,0,0,0,0,0,0,1,0,n
36584,0,0,0,0,0,0,0,0,0,0,0,n
36585,0,0,0,0,0,0,0,0,0,0,0,n
36586,0,1,1,0,1,1,1,1,0,0,1,y
36587,1,0,0,0,0,1,0,0,0,0,0,n
36588,0,0,0,0,0,0,0,0,0,0,0,n
36589,0,1,1,0,0,1,0,1,1,0,1,n
36590,0,1,0,0,1,1,0,1,0,1,0,n
36591,0,0,1,0,0,1,0,0,1,1,1,n
36592,0,0,0,0,1,0,0,0,0,0,0,n
36593,1,1,1,1,0,1,1,1,1,1,1,y
36594,0,0,0,1,1,1,1,0,0,1,1,n
36595,1,1,0,1,0,0,0,1,1,0,1,n
36596,0,1,0,0,0,1,0,0,1,0,0,n
36597,1,1,1,0,1,1,0,1,0,1,0,y
36598,1,1,1,1,1,1,1,1,1,1,1,y
36599,0,1,1,0,0,0,1,0,1,1,1,n
36600,0,1,0,0,0,1,0,0,0,0,1,n
36601,0,0,0,0,0,0,0,0,0,0,0,n
36602,0,1,1,1,0,1,1,1,0,0,0,y
36603,0,1,1,0,1,0,0,0,1,0,1,n
36604,1,1,0,1,0,1,0,0,1,1,0,y
36605,1,1,1,1,0,1,1,1,1,0,0,y
36606,0,0,0,0,0,0,0,0,0,1,0,n
36607,1,1,1,1,0,1,1,1,1,1,1,y
36608,1,1,1,0,1,1,1,1,0,1,0,y
36609,1,1,0,1,1,1,1,1,1,1,1,y
36610,0,1,1,1,0,1,1,0,1,1,1,y
36611,1,1,1,0,1,1,1,0,1,1,1,y
36612,1,1,0,1,1,1,1,1,1,1,1,y
36613,0,0,0,1,1,0,0,0,0,0,1,n
36614,0,0,0,0,0,0,0,0,0,0,0,n
36615,0,1,1,0,1,1,1,1,1,1,1,y
36616,0,0,0,1,0,0,0,0,0,0,0,n
36617,0,0,0,0,0,0,0,0,1,0,0,n
36618,1,1,1,1,1,1,0,1,1,1,1,y
36619,0,0,0,0,0,0,0,0,0,0,0,n
36620,1,1,1,1,1,1,1,1,1,1,1,y
36621,1,0,0,0,1,0,1,0,0,1,1,n
36622,1,0,0,1,1,1,0,1,0,1,0,y
36623,1,1,1,1,1,1,1,1,1,1,1,y
36624,0,1,0,0,1,1,0,1,1,1,0,y
36625,0,0,0,0,0,0,0,0,0,1,0,n
36626,1,1,1,0,1,0,1,1,1,1,0,y
36627,0,1,0,1,0,0,0,0,0,1,0,n
36628,0,0,0,0,0,0,0,0,0,0,0,n
36629,0,1,0,0,0,0,0,0,0,0,0,n
36630,1,1,1,1,1,1,1,1,0,0,1,y
36631,0,1,1,0,0,1,1,0,1,1,1,y
36632,1,0,1,0,1,1,0,1,1,1,0,y
36633,1,1,1,0,1,1,0,1,0,0,1,y
36634,1,1,0,1,0,0,0,0,0,0,0,n
36635,1,0,1,1,1,0,1,0,1,1,1,y
36636,1,1,1,1,1,1,1,1,1,1,1,y
36637,1,0,1,1,0,0,1,1,0,1,1,y
36638,1,1,0,0,1,1,1,0,1,1,1,y
36639,0,0,1,0,0,0,0,0,0,0,0,n
36640,1,1,1,1,1,1,1,1,1,0,1,y
36641,0,0,0,0,0,0,0,0,0,0,0,n
36642,1,0,1,0,0,1,0,0,1,0,0,n
36643,0,0,1,0,0,0,0,0,0,0,0,n
36644,0,0,0,0,0,0,0,0,1,0,0,n
36645,1,1,1,0,1,1,1,1,1,1,1,y
36646,0,0,1,0,0,0,0,0,0,0,1,n
36647,0,1,0,0,0,1,0,0,0,0,0,n
36648,1,0,0,1,1,1,1,0,1,0,1,y
36649,0,1,0,0,1,1,1,1,1,1,0,y
36650,0,1,1,1,1,1,1,1,1,1,1,y
36651,0,0,0,1,0,0,0,1,0,0,0,n
36652,1,1,1,1,1,1,1,1,1,1,1,y
36653,0,0,0,0,0,0,1,0,0,0,0,n
36654,1,1,0,1,1,1,0,0,0,1,1,y
36655,1,1,1,1,0,1,1,1,1,1,1,y
36656,0,0,1,0,0,0,0,0,0,0,0,n
36657,1,0,0,0,0,0,0,0,0,1,0,n
36658,0,0,0,0,0,0,0,0,0,0,0,n
36659,1,1,0,1,0,0,0,1,0,0,1,n
36660,1,1,1,1,0,0,1,1,0,0,1,y
36661,1,1,1,1,1,1,1,1,1,1,1,y
36662,1,1,1,1,1,1,0,1,1,1,1,y
36663,0,1,0,1,0,0,1,1,0,1,0,n
36664,0,0,0,1,0,0,1,1,1,0,0,n
36665,0,0,0,1,1,1,0,1,0,1,0,n
36666,0,1,0,1,0,1,1,1,0,1,0,y
36667,0,0,1,1,0,0,1,0,0,0,0,n
36668,1,1,1,1,1,0,1,1,0,1,0,y
36669,1,1,1,1,1,1,1,1,1,1,1,y
36670,1,1,1,1,1,1,1,1,1,1,1,y
36671,0,0,0,0,1,0,0,0,0,0,0,n
36672,1,0,0,0,0,1,0,1,0,0,0,n
36673,0,0,0,1,1,0,1,0,0,1,1,n
36674,1,1,0,0,1,0,1,1,1,0,0,y
36675,1,1,0,1,0,1,0,1,1,1,1,y
36676,1,0,0,0,1,0,1,1,1,1,0,y
36677,1,1,0,1,1,0,1,1,1,1,1,y
36678,1,0,0,1,0,0,1,1,0,0,1,n
36679,1,1,1,1,1,1,1,1,0,1,1,y
36680,0,1,1,0,0,0,1,0,0,0,1,n
36681,1,1,1,1,1,0,1,1,0,1,1,y
36682,1,1,0,1,0,0,1,1,0,0,0,n
36683,0,0,0,0,0,0,0,0,0,0,1,n
36684,0,0,1,0,0,0,0,0,1,0,0,n
36685,1,1,1,1,1,1,0,1,0,1,0,y
36686,0,1,0,1,1,1,1,0,1,0,0,y
36687,1,1,1,1,1,1,0,1,1,1,0,y
36688,1,1,1,1,0,0,0,1,1,1,1,y
36689,0,0,0,0,0,0,0,0,0,0,0,n
36690,0,0,0,1,1,0,1,1,0,0,0,n
36691,1,1,1,1,1,1,1,1,1,1,1,y
36692,1,1,0,0,1,0,0,1,1,1,1,y
36693,0,0,0,0,0,0,0,0,1,0,0,n
36694,0,1,1,0,1,0,0,0,0,0,1,n
36695,1,1,1,1,1,1,1,1,0,1,1,y
36696,1,1,1,1,1,1,1,0,1,1,1,y
36697,0,0,0,0,0,1,0,0,0,0,0,n
36698,0,1,0,0,0,0,0,0,0,0,1,n
36699,0,1,0,0,0,0,0,0,0,1,0,n
36700,1,0,1,1,0,0,0,0,0,1,0,n
36701,0,0,1,0,0,0,0,0,1,1,0,n
36702,1,1,0,1,1,1,1,1,1,1,1,y
36703,0,1,1,1,0,1,0,0,0,0,1,n
36704,1,1,1,0,1,0,0,0,0,1,1,n
36705,0,0,1,1,1,1,0,0,0,0,1,n
36706,0,0,0,0,0,0,0,0,0,0,0,n
36707,1,1,1,1,0,0,1,1,1,1,1,y
36708,0,1,0,1,1,0,0,1,0,0,0,n
36709,0,1,1,1,1,1,1,1,1,1,1,y
36710,0,0,0,1,0,0,0,1,0,0,1,n
36711,1,1,1,1,1,1,0,1,1,1,1,y
36712,1,1,1,1,1,1,1,0,1,1,1,y
36713,0,1,1,1,1,0,1,1,1,0,1,y
36714,1,0,1,0,0,0,1,0,0,1,0,n
36715,1,1,0,1,1,0,1,0,1,0,0,y
36716,1,0,1,0,0,0,0,0,0,0,0,n
36717,1,1,1,1,1,1,1,1,1,1,1,y
36718,0,1,1,1,1,1,0,1,0,0,1,y
36719,1,1,0,0,0,0,0,1,1,0,0,n
36720,0,1,1,0,0,0,0,0,0,0,0,n
36721,1,0,1,1,1,0,1,1,1,1,1,y
36722,1,0,0,1,0,0,1,0,0,0,0,n
36723,1,1,1,1,1,1,1,1,1,1,1,y
36724,0,0,0,0,0,0,0,0,0,0,0,n
36725,1,1,1,0,1,0,0,1,0,0,0,n
36726,1,1,1,0,1,0,1,0,0,1,1,y
36727,1,0,1,1,0,1,0,0,1,1,0,y
36728,0,1,1,0,1,1,0,0,0,0,0,n
36729,0,0,0,0,0,0,0,1,0,0,0,n
36730,0,1,0,0,0,0,0,0,1,1,0,n
36731,1,1,1,0,1,1,1,1,1,1,1,y
36732,0,1,0,1,1,0,1,1,1,0,0,y
36733,1,1,1,1,1,1,0,1,1,1,1,y
36734,1,0,0,0,0,1,0,0,0,0,0,n
36735,0,0,0,0,0,0,0,0,0,0,0,n
36736,1,1,1,1,0,1,0,1,1,1,1,y
36737,1,0,0,0,0,0,0,1,1,1,0,n
36738,0,1,1,1,1,0,1,1,1,1,1,y
36739,0,0,0,0,1,0,0,1,1,1,0,n
36740,0,1,1,0,1,1,1,1,1,1,1,y
36741,1,1,1,1,1,0,1,1,1,1,1,y
36742,1,1,1,1,1,1,1,1,1,1,1,y
36743,1,1,1,1,1,1,1,1,1,1,1,y
36744,1,1,0,1,0,0,0,1,1,1,1,y
36745,0,0,0,1,1,1,1,1,1,0,1,y
36746,1,0,1,0,1,0,0,1,0,0,0,n
36747,1,1,1,1,1,1,1,1,1,1,1,y
36748,1,1,0,0,1,0,1,0,0,0,1,n
36749,1,1,1,1,1,0,1,1,1,0,1,y
36750,1,1,1,1,1,1,1,1,1,1,1,y
36751,1,1,1,1,1,1,0,1,0,0,1,y
36752,0,0,0,0,1,0,0,1,0,0,1,n
36753,1,0,0,0,1,1,1,1,1,0,0,y
36754,0,1,1,1,1,1,1,0,1,1,0,y
36755,0,0,0,0,0,0,1,0,0,0,0,n
36756,1,0,1,1,0,0,0,0,0,1,0,n
36757,1,0,1,0,1,1,1,1,1,1,1,y
36758,0,0,0,0,1,0,0,0,0,1,0,n
36759,0,0,0,0,0,1,0,0,0,0,1,n
36760,1,0,1,1,1,1,1,0,1,1,0,y
36761,1,1,1,1,1,1,1,1,1,1,1,y
36762,0,0,1,0,0,0,0,0,0,0,0,n
36763,1,0,1,1,1,1,1,0,0,0,1,y
36764,0,0,0,0,0,0,0,0,0,0,0,n
36765,0,1,1,1,0,0,1,1,1,0,1,y
36766,1,1,1,1,1,1,0,1,1,0,1,y
36767,0,0,0,0,1,0,0,0,0,0,1,n
36768,1,1,1,1,1,1,1,1,1,1,1,y
36769,1,0,1,1,1,1,1,1,1,1,1,y
36770,1,1,1,1,1,1,1,1,1,1,1,y
36771,1,1,1,1,1,1,1,1,0,1,1,y
36772,1,1,1,0,1,1,0,1,0,1,1,y
36773,0,1,1,0,1,1,0,1,0,1,0,y
36774,0,0,1,1,1,0,0,0,0,0,0,n
36775,1,0,1,1,1,0,0,1,0,1,0,y
36776,0,0,0,0,0,0,0,0,0,0,1,n
36777,0,0,0,0,0,0,0,0,0,0,0,n
36778,1,1,0,1,0,0,1,0,1,0,1,n
36779,0,0,0,0,0,0,0,0,0,0,0,n
36780,0,1,1,1,1,1,1,0,1,1,1,y
36781,1,1,1,1,1,1,1,1,1,0,0,y
36782,0,0,0,1,1,1,0,1,1,1,1,y
36783,1,1,1,1,1,1,1,1,0,0,0,y
36784,1,1,0,0,0,1,1,1,0,1,1,y
36785,1,0,0,1,0,1,1,1,1,1,1,y
36786,0,1,0,0,0,0,0,1,0,1,0,n
36787,1,1,1,1,1,1,0,1,1,1,1,y
36788,1,1,1,1,0,0,0,0,1,0,0,n
36789,1,1,1,0,0,0,0,0,0,0,0,n
36790,1,1,0,1,1,1,1,0,0,1,1,y
36791,1,0,0,0,1,0,0,1,1,0,0,n
36792,1,1,1,1,1,1,1,1,1,1,1,y
36793,0,1,0,1,1,1,0,1,0,0,1,n
36794,0,0,0,0,0,0,0,0,0,0,1,n
36795,1,1,0,1,1,0,0,1,1,1,0,y
36796,1,1,1,0,1,1,1,1,1,1,1,y
36797,0,0,1,0,0,1,0,0,0,0,0,n
36798,0,1,0,1,1,1,1,1,1,1,0,y
36799,0,1,1,0,1,1,1,1,1,0,0,y
36800,0,0,0,0,0,0,0,0,0,0,0,n
36801,0,1,1,0,0,1,1,1,0,1,1,y
36802,1,0,1,1,0,0,1,0,0,1,0,n
36803,1,1,1,0,1,1,1,1,1,0,1,y
36804,1,0,0,1,0,0,0,0,1,0,0,n
36805,0,0,0,0,0,0,0,0,0,1,0,n
36806,0,0,1,1,1,1,1,1,1,1,1,y
36807,1,1,1,0,1,1,0,1,0,1,0,y
36808,1,1,1,0,0,1,0,0,0,1,1,n
36809,0,1,0,1,0,1,1,0,0,1,0,n
36810,1,0,0,0,0,1,1,0,0,0,0,n
36811,0,0,0,0,1,1,0,1,1,1,1,n
36812,1,1,1,0,1,1,0,1,1,1,1,y
36813,0,0,0,0,1,0,0,1,0,0,0,n
36814,0,0,0,0,0,0,0,1,1,0,0,n
36815,0,0,0,0,1,0,1,0,0,1,1,n
36816,0,1,1,1,0,0,1,1,1,1,1,y
36817,1,0,0,0,0,1,0,0,0,0,0,n
36818,0,0,0,1,0,0,1,0,0,0,0,n
36819,0,0,1,0,0,0,1,0,0,0,0,n
36820,0,0,0,0,0,0,0,0,0,0,1,n
36821,1,1,1,1,1,0,1,1,0,1,1,y
36822,1,1,1,0,1,1,0,0,0,1,1,y
36823,1,1,1,1,1,1,1,1,1,1,1,y
36824,1,1,1,1,1,0,1,1,1,1,1,y
36825,1,0,0,0,0,1,1,0,0,0,0,n
36826,1,1,1,0,0,0,0,1,1,1,0,y
36827,0,0,0,0,0,0,0,1,0,0,0,n
36828,0,0,0,0,0,0,0,0,0,0,0,n
36829,1,1,1,1,1,1,1,1,1,1,1,y
36830,0,0,0,0,0,0,0,1,0,0,0,n
36831,1,0,1,0,0,1,1,1,1,0,1,y
36832,1,1,0,1,1,0,0,0,0,0,0,n
36833,1,1,0,1,0,0,0,0,0,1,1,n
36834,1,1,1,0,1,1,1,1,1,1,1,y
36835,0,1,1,1,0,1,0,1,1,1,0,y
36836,0,0,0,1,0,0,1,0,0,0,1,n
36837,1,0,1,1,0,0,0,0,0,0,0,n
36838,1,1,1,1,1,1,1,1,1,1,1,y
36839,1,1,1,1,0,0,0,1,1,1,1,y
36840,0,1,0,1,0,1,1,0,1,1,0,y
36841,1,1,0,1,0,1,1,1,1,1,1,y
36842,0,0,0,0,0,0,0,0,0,0,0,n
36843,1,1,0,0,1,0,1,0,1,0,0,n
36844,1,1,1,0,1,1,0,0,1,1,0,y
36845,0,0,0,0,1,1,0,1,1,1,1,n
36846,1,0,0,0,1,0,1,0,0,0,0,n
36847,1,1,1,0,1,1,1,1,1,1,1,y
36848,1,0,1,0,1,1,0,1,1,0,1,y
36849,0,1,1,0,0,1,0,1,1,1,0,y
36850,1,1,1,0,1,0,0,0,1,1,1,y
36851,1,1,1,1,1,1,1,1,1,1,1,y
36852,1,1,1,1,1,1,1,0,1,1,1,y
36853,0,0,1,1,0,1,0,1,1,1,0,y
36854,1,1,1,1,1,0,0,1,1,1,1,y
36855,1,1,1,1,1,0,0,1,1,1,0,y
36856,0,0,0,0,1,0,0,0,1,0,0,n
36857,1,1,0,0,1,0,1,1,1,0,0,y
36858,1,1,1,1,1,1,1,1,1,1,1,y
36859,1,1,1,1,0,0,0,1,1,0,1,y
36860,1,1,1,1,1,0,1,1,0,1,1,y
36861,1,1,0,1,1,1,0,1,1,0,1,y
36862,0,0,0,0,0,0,0,1,1,0,1,n
36863,1,1,0,1,1,1,1,1,1,1,1,y
36864,1,1,1,0,1,0,1,0,1,1,1,y
36865,1,0,0,0,0,1,0,0,0,0,1,n
36866,1,0,0,0,0,1,0,0,0,1,0,n
36867,1,0,0,1,0,0,1,0,1,0,0,n
36868,0,1,1,0,0,0,1,0,0,0,1,n
36869,1,0,1,1,1,0,1,0,1,1,0,y
36870,0,0,0,0,0,0,0,0,0,1,0,n
36871,1,0,1,1,1,1,1,1,1,0,1,y
36872,1,0,0,1,0,0,1,0,1,0,0,n
36873,0,0,0,1,1,0,0,0,1,1,0,n
36874,0,0,0,0,1,0,1,1,1,1,0,n
36875,1,1,1,1,0,0,0,0,1,0,1,n
36876,1,0,0,0,0,0,0,0,0,0,1,n
36877,0,0,0,0,0,0,0,0,0,0,0,n
36878,0,0,0,0,0,0,0,0,0,0,0,n
36879,0,0,1,0,1,0,0,0,1,1,0,n
36880,0,1,1,0,1,1,0,0,0,1,1,n
36881,1,1,0,1,0,0,0,0,1,0,1,n
36882,1,1,1,1,1,0,1,1,1,1,1,y
36883,1,0,0,1,0,0,0,0,0,0,0,n
36884,0,0,0,0,0,0,0,0,0,0,0,n
36885,1,0,0,1,0,1,1,1,0,1,1,y
36886,1,1,0,1,1,1,1,1,1,1,1,y
36887,1,1,1,1,1,0,1,0,0,1,1,y
36888,1,1,1,1,0,1,1,1,1,1,1,y
36889,0,0,0,0,0,0,0,0,0,0,0,n
36890,0,1,0,0,0,1,1,0,0,0,0,n
36891,0,1,1,1,1,0,0,1,0,1,1,y
36892,1,1,1,0,1,1,0,1,1,1,0,y
36893,1,1,1,1,1,0,1,1,1,1,1,y
36894,1,1,1,0,0,0,0,0,1,1,1,n
36895,0,1,0,0,0,0,0,0,0,1,0,n
36896,0,0,0,0,0,0,0,0,0,0,1,n
36897,0,0,0,0,0,0,0,0,0,0,0,n
36898,0,0,1,0,0,0,1,0,0,1,0,n
36899,0,0,1,0,0,0,0,0,0,0,0,n
36900,1,0,1,1,0,0,0,1,0,1,0,n
36901,1,0,1,1,1,1,1,0,1,1,1,y
36902,1,1,1,1,1,1,0,1,0,1,1,y
36903,0,0,1,1,0,0,0,1,0,0,0,n
36904,0,1,1,1,0,0,0,0,0,0,0,n
36905,0,0,1,1,1,1,0,0,0,1,0,n
36906,0,1,1,0,1,1,1,0,0,1,0,y
36907,0,1,0,0,1,1,1,0,0,1,1,n
36908,1,0,0,0,1,0,1,1,1,1,1,y
36909,1,1,1,1,1,0,1,1,1,0,1,y
36910,0,0,1,0,1,1,0,0,1,0,0,n
36911,1,0,0,1,0,0,0,0,0,0,0,n
36912,1,1,1,1,1,1,1,0,0,0,0,y
36913,1,1,0,1,1,0,1,0,0,0,1,n
36914,1,1,1,1,0,0,1,0,1,0,1,y
36915,1,1,1,1,0,1,1,1,0,0,0,y
36916,0,0,0,0,0,0,0,0,0,0,0,n
36917,1,1,1,1,1,1,0,1,1,1,1,y
36918,1,1,1,1,1,1,1,1,1,1,1,y
36919,1,0,1,1,1,1,1,1,0,1,1,y
36920,0,0,1,0,0,0,1,0,0,0,0,n
36921,0,0,0,1,0,0,0,0,0,0,0,n
36922,0,0,1,0,1,0,1,1,0,0,0,n
36923,1,0,1,0,1,0,1,1,1,1,1,y
36924,1,1,0,0,1,0,0,0,0,0,0,n
36925,1,1,0,1,1,0,1,1,1,1,1,y
36926,1,1,1,1,1,1,1,1,1,1,1,y
36927,1,0,0,0,1,0,1,1,1,1,1,y
36928,0,0,0,1,1,1,1,1,1,0,1,y
36929,0,1,1,1,0,1,1,0,0,0,1,n
36930,1,0,1,1,0,1,1,1,0,1,1,y
36931,0,1,1,1,1,1,1,1,1,1,1,y
36932,0,0,0,0,0,0,0,0,0,0,0,n
36933,1,1,0,1,1,1,0,0,1,1,0,y
36934,0,0,0,0,0,0,0,0,0,0,0,n
36935,0,0,1,0,1,0,0,1,0,1,1,n
36936,0,1,0,0,0,1,0,1,0,0,0,n
36937,0,0,1,1,1,1,1,1,0,0,1,y
36938,1,1,1,1,0,1,0,0,0,0,0,n
36939,0,0,1,0,0,0,0,0,1,0,1,n
36940,1,1,1,1,1,1,0,1,1,0,1,y
36941,1,0,1,1,1,1,0,0,1,1,1,y
36942,0,1,0,0,0,0,0,0,0,0,1,n
36943,1,0,0,1,1,1,1,1,1,0,0,y
36944,0,1,0,1,0,0,0,0,1,0,0,n
36945,1,1,0,0,1,0,1,1,1,0,1,y
36946,0,0,1,1,1,1,1,0,0,0,1,n
36947,0,0,1,0,1,1,0,0,0,1,1,n
36948,1,1,1,0,1,0,0,1,1,1,1,y
36949,0,0,0,0,0,0,0,0,0,0,0,n
36950,1,1,1,0,1,1,1,1,1,1,1,y
36951,1,0,0,0,0,0,0,1,0,0,0,n
36952,0,0,0,0,0,0,0,0,0,0,0,n
36953,0,0,0,0,0,1,0,0,0,0,0,n
36954,0,0,0,0,0,1,0,0,0,0,1,n
36955,0,1,0,0,0,0,0,0,0,0,0,n
36956,0,1,1,0,0,0,1,0,0,0,0,n
36957,0,1,1,0,1,1,0,1,1,0,0,y
36958,1,0,0,1,1,1,1,1,0,1,0,y
36959,0,0,0,0,0,0,0,0,0,1,1,n
36960,0,1,0,1,0,0,0,1,1,0,0,n
36961,1,1,0,1,1,1,0,1,1,1,0,y
36962,0,1,0,1,1,1,1,0,1,0,0,y
36963,1,0,1,0,0,1,1,1,1,0,0,y
36964,0,0,0,1,1,1,1,1,1,0,0,y
36965,0,1,1,1,1,0,1,0,0,0,1,n
36966,1,1,1,0,0,0,0,0,0,1,0,n
36967,0,1,1,1,1,0,0,0,1,0,0,n
36968,1,0,1,0,1,0,0,0,0,0,0,n
36969,1,1,1,1,1,1,1,1,1,1,1,y
36970,1,0,0,1,1,1,1,1,0,1,1,y
36971,0,0,0,0,0,0,0,0,0,0,0,n
36972,1,1,1,1,0,1,1,1,1,1,1,y
36973,1,1,1,0,0,1,1,1,1,1,1,y
36974,1,0,1,1,0,1,1,0,0,0,1,n
36975,0,0,0,1,1,1,0,0,0,0,0,n
36976,1,1,1,1,1,1,1,1,1,1,1,y
36977,0,0,0,0,1,0,0,0,0,0,1,n
36978,1,0,0,1,0,1,0,1,0,1,0,n
36979,0,0,0,0,1,1,0,0,1,0,1,n
36980,1,0,1,0,0,1,0,1,0,1,1,n
36981,1,1,1,0,1,1,1,1,0,0,0,y
36982,0,1,1,1,1,0,1,0,1,1,1,y
36983,0,0,0,0,0,0,0,0,0,0,0,n
36984,1,1,0,1,1,1,1,1,0,0,0,y
36985,0,0,1,1,0,0,0,0,1,0,0,n
36986,0,1,0,0,0,0,1,1,0,0,0,n
36987,1,1,1,1,1,0,1,1,1,0,1,y
36988,1,1,0,1,1,1,0,0,0,1,1,y
36989,1,1,1,1,1,1,1,1,1,1,1,y
36990,0,0,0,1,0,0,0,1,0,0,0,n
36991,1,0,1,1,1,0,0,0,0,0,0,n
36992,0,1,0,0,0,0,0,1,0,1,0,n
36993,1,1,0,1,1,1,1,1,1,1,1,y
36994,0,0,0,0,0,0,0,0,0,0,0,n
36995,0,0,0,0,1,0,0,0,0,0,0,n
36996,1,1,1,0,0,0,1,1,1,1,1,y
36997,1,0,1,0,1,1,1,1,0,1,0,y
36998,1,1,0,1,0,1,0,1,0,1,1,y
36999,0,0,0,0,0,0,0,1,1,1,0,n
37000,1,0,0,1,1,0,0,1,0,1,0,n
37001,0,0,0,0,0,0,0,0,0,0,0,n
37002,0,1,1,0,1,1,1,0,1,1,1,y
37003,0,0,0,0,0,0,0,0,0,0,0,n
37004,0,1,1,1,1,1,1,1,1,1,1,y
37005,1,1,0,1,1,1,1,1,0,1,1,y
37006,0,0,0,0,0,0,0,0,0,0,0,n
37007,1,0,1,1,1,1,1,0,1,0,1,y
37008,1,0,0,0,0,0,1,0,1,0,0,n
37009,1,1,0,1,0,1,1,1,1,1,1,y
37010,1,1,1,1,1,1,1,1,0,0,1,y
37011,1,1,0,1,1,1,1,0,1,0,1,y
37012,1,0,1,1,1,1,1,1,1,1,0,y
37013,1,1,0,1,1,1,1,0,1,1,1,y
37014,1,1,0,0,0,0,0,1,0,1,1,n
37015,1,1,1,1,0,1,1,1,0,1,0,y
37016,1,1,0,0,1,1,1,1,1,1,1,y
37017,1,0,0,1,0,0,0,1,1,0,0,n
